,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
33733,Seaford,25 Kananook Av,3,h,955000,S,Harcourts,17/03/2018,35.4,3198,3,2,2,1000,197,1958,Frankston City Council,-38.11526,145.12831,South-Eastern Metropolitan,8077
33734,Seaford,5 Tyrone St,4,h,499000,S,Buxton,17/03/2018,35.4,3198,4,2,0,539,,,Frankston City Council,-38.10968,145.14148,South-Eastern Metropolitan,8077
33735,Seddon,52 Austin St,3,h,1020000,VB,Jas,17/03/2018,5.1,3011,3,1,0,213,97,1900,Maribyrnong City Council,-37.80563,144.89352,Western Metropolitan,2417
33736,Seddon,28 Charles St,4,h,1085000,SP,Sweeney,17/03/2018,5.1,3011,4,1,0,258,,1900,Maribyrnong City Council,-37.80692,144.89513,Western Metropolitan,2417
33737,South Kingsville,55A Vernon St,4,h,1030000,SP,Jas,17/03/2018,6.2,3015,4,3,2,212,192,2013,Hobsons Bay City Council,-37.83187,144.87164,Western Metropolitan,984
33738,South Melbourne,99 Bank St,2,h,1087000,S,Marshall,17/03/2018,1.9,3205,2,1,0,141,,,Port Phillip City Council,-37.83284,144.96622,Southern Metropolitan,5943
33739,South Melbourne,10 Bridport St,3,h,3050000,S,Marshall,17/03/2018,1.9,3205,3,2,0,150,213,,Port Phillip City Council,-37.83846,144.96262,Southern Metropolitan,5943
33740,South Melbourne,4 Clarendon Pl,3,h,1640000,VB,Marshall,17/03/2018,1.9,3205,3,2,0,105,,,Port Phillip City Council,-37.83574,144.96243,Southern Metropolitan,5943
33741,South Melbourne,320 Dorcas St,4,h,2000000,S,Greg,17/03/2018,1.9,3205,4,3,1,273,,,Port Phillip City Council,-37.83442,144.95489,Southern Metropolitan,5943
33742,South Melbourne,37 Ferrars Pl,3,h,2000000,S,Greg,17/03/2018,1.9,3205,3,1,1,179,,,Port Phillip City Council,-37.84047,144.95941,Southern Metropolitan,5943
33743,South Melbourne,32 Mountain St,2,h,1840000,S,Greg,17/03/2018,1.9,3205,2,1,1,177,,,Port Phillip City Council,-37.83706,144.94977,Southern Metropolitan,5943
33746,South Morang,18 Birrali Wy,3,h,635000,S,YPA,17/03/2018,20.5,3752,3,2,2,351,,,Whittlesea City Council,-37.62444,145.06902,Northern Metropolitan,7969
33747,South Morang,34 Lamour Av,4,h,675000,S,Morrison,17/03/2018,20.5,3752,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7969
33748,South Morang,16/960 Plenty Rd,3,u,385000,S,HAR,17/03/2018,20.5,3752,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7969
33749,South Morang,93 Stagecoach Bvd,3,h,681000,S,HAR,17/03/2018,20.5,3752,3,2,2,632,173,,Whittlesea City Council,-37.64754,145.09858,Northern Metropolitan,7969
33750,South Morang,18 Woodruff Rd,4,h,702000,S,Barry,17/03/2018,20.5,3752,4,2,2,714,245,2007,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,7969
33751,South Yarra,25 Albion St,3,h,2160000,S,Jellis,17/03/2018,2.7,3141,3,2,0,217,175,1930,Melbourne City Council,-37.84305,144.98701,Southern Metropolitan,14887
33752,South Yarra,4/77 Alexandra Av,1,u,465000,S,hockingstuart,17/03/2018,2.7,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887
33755,South Yarra,29 Fawkner St,3,h,1950000,SA,hockingstuart,17/03/2018,2.7,3141,3,1,0,252,,,Melbourne City Council,-37.84181,144.98798,Southern Metropolitan,14887
33756,South Yarra,305/35 Malcolm St,2,u,450000,VB,MICM,17/03/2018,2.7,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887
33762,Southbank,137/88 Kavanagh St,2,u,560000,S,Greg,17/03/2018,0.7,3006,,,,,,,Melbourne City Council,,,Southern Metropolitan,8400
33763,Southbank,1109/26 Southgate Av,1,u,730000,SP,MICM,17/03/2018,0.7,3006,,,,,,,Melbourne City Council,,,Southern Metropolitan,8400
33764,Springvale,42 Amiel St,3,h,861000,S,Stockdale,17/03/2018,20.8,3171,3,1,4,743,,,Greater Dandenong City Council,-37.94263,145.1575,South-Eastern Metropolitan,7412
33765,Springvale,6 Ash Gr,3,h,1100000,PI,Just,17/03/2018,20.8,3171,3,1,2,612,,,Greater Dandenong City Council,-37.95437,145.15289,South-Eastern Metropolitan,7412
33766,Springvale,2/33 Birmingham St,3,u,570000,VB,Le,17/03/2018,20.8,3171,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,7412
33767,Springvale,40 Gove St,3,h,1120000,PI,LJ,17/03/2018,20.8,3171,3,1,2,875,134,1950,Greater Dandenong City Council,-37.94282,145.15888,South-Eastern Metropolitan,7412
33768,Springvale,23 Merton St,3,h,753000,S,Le,17/03/2018,20.8,3171,3,1,2,515,,,Greater Dandenong City Council,-37.94839,145.15883,South-Eastern Metropolitan,7412
33769,Springvale,38 Souter St,3,h,810000,S,Harcourts,17/03/2018,20.8,3171,3,1,1,581,,,Greater Dandenong City Council,-37.95157,145.14031,South-Eastern Metropolitan,7412
33771,St Albans,25 Bent St,3,h,475000,S,Barry,17/03/2018,14,3021,3,1,1,478,103,1968,Brimbank City Council,-37.75501,144.80459,Western Metropolitan,14042
33772,St Albans,45 Lima St,3,h,670000,SP,hockingstuart,17/03/2018,14,3021,3,1,1,730,,,Brimbank City Council,-37.75709,144.80162,Western Metropolitan,14042
33773,St Albans,2/1 Lister St,2,u,436500,S,YPA,17/03/2018,14,3021,,,,,,,Brimbank City Council,,,Western Metropolitan,14042
33775,St Albans,79 Willaton St,3,h,901000,S,Barry,17/03/2018,14,3021,3,1,2,696,,,Brimbank City Council,-37.75498,144.80705,Western Metropolitan,14042
33776,St Albans,36 Yarmouth Av,3,h,651000,S,Westside,17/03/2018,14,3021,3,1,2,558,,,Brimbank City Council,-37.74935,144.81145,Western Metropolitan,14042
33778,St Kilda,2 Alfred Sq,4,h,3600000,VB,Marshall,17/03/2018,5,3182,4,2,1,596,293,1880,Port Phillip City Council,-37.86429,144.97382,Southern Metropolitan,13240
33779,St Kilda,2/230 Barkly St,2,u,713000,SP,Buxton,17/03/2018,5,3182,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240
33780,Strathmore,18 Glenview Rd,5,h,3300000,S,Nelson,17/03/2018,8.2,3041,5,5,2,1076,397,2015,Moonee Valley City Council,-37.73896,144.92131,Western Metropolitan,3284
33783,Sunbury,168 Gap Rd,3,h,498000,S,YPA,17/03/2018,31.7,3429,3,1,2,584,,,Hume City Council,-37.57792,144.70747,Western Metropolitan,14092
33784,Sunbury,19 Grout Ct,4,h,592000,SP,One,17/03/2018,31.7,3429,4,2,2,609,169,2000,Hume City Council,-37.58752,144.69896,Western Metropolitan,14092
33785,Sunbury,21 Kingsley Dr,3,h,545000,SP,One,17/03/2018,31.7,3429,3,1,3,651,103,1980,Hume City Council,-37.58776,144.7117,Western Metropolitan,14092
33787,Sunbury,4 Turner Ct,4,h,578000,S,Leeburn,17/03/2018,31.7,3429,4,3,2,683,,,Hume City Council,-37.56614,144.72672,Western Metropolitan,14092
33789,Sunshine,22 Boreham St,3,h,792500,SP,hockingstuart,17/03/2018,10.5,3020,3,1,4,708,,,Brimbank City Council,-37.79981,144.82365,Western Metropolitan,3755
33790,Sunshine,1/29 Moira St,3,h,574000,SP,Douglas,17/03/2018,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,3755
33791,Sunshine,5/46 Monash St,2,t,520000,S,Barry,17/03/2018,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,3755
33792,Sunshine,23 Station Pl,3,h,805000,S,Barry,17/03/2018,10.5,3020,3,1,0,585,,,Brimbank City Council,-37.78964,144.83475,Western Metropolitan,3755
33793,Sunshine,14 Sturt St,3,h,750000,SP,Bells,17/03/2018,10.5,3020,3,1,3,604,,,Brimbank City Council,-37.77961,144.84391,Western Metropolitan,3755
33794,Sunshine North,38 Barwon Av,2,h,600000,PI,Douglas,17/03/2018,10.5,3020,2,1,2,612,95,1970,Brimbank City Council,-37.76914,144.82632,Western Metropolitan,4217
33795,Sunshine North,52 Ferndale Rd,4,h,700000,PI,Bells,17/03/2018,10.5,3020,4,2,1,719,,,Brimbank City Council,-37.76645,144.83532,Western Metropolitan,4217
33796,Sunshine North,12 Lurg Av,3,h,695000,S,Douglas,17/03/2018,10.5,3020,3,1,2,697,120,1964,Brimbank City Council,-37.76374,144.82401,Western Metropolitan,4217
33797,Sunshine West,4/29 Bardsley St,3,u,571500,S,HAR,17/03/2018,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,6763
33798,Sunshine West,54 Bardsley St,3,h,760000,S,Barry,17/03/2018,10.5,3020,3,1,1,603,116,1955,Brimbank City Council,-37.79146,144.82045,Western Metropolitan,6763
33799,Sunshine West,7 Drinkwater Cr,3,h,613000,S,Bells,17/03/2018,10.5,3020,3,1,1,577,,,Brimbank City Council,-37.79812,144.81682,Western Metropolitan,6763
33800,Sunshine West,32 Kosa Av,3,t,535000,PI,Douglas,17/03/2018,10.5,3020,3,2,2,166,134,2013,Brimbank City Council,-37.79498,144.79227,Western Metropolitan,6763
33801,Sunshine West,16 Ryder St,3,t,510000,PI,Barry,17/03/2018,10.5,3020,3,1,1,152,105,2013,Brimbank City Council,-37.79057,144.82188,Western Metropolitan,6763
33802,Sunshine West,46 Vernon Cr,3,h,830000,S,YPA,17/03/2018,10.5,3020,3,1,1,930,,,Brimbank City Council,-37.78628,144.79957,Western Metropolitan,6763
33804,Surrey Hills,8 Belmont St,3,h,1635000,S,hockingstuart,17/03/2018,10.2,3127,3,2,3,606,,,Boroondara City Council,-37.83012,145.1027,Southern Metropolitan,5457
33806,Surrey Hills,20 Erasmus St,3,h,2125000,S,Fletchers,17/03/2018,10.2,3127,3,1,4,808,,,Boroondara City Council,-37.83032,145.10908,Southern Metropolitan,5457
33809,Surrey Hills,27 Surrey Av,4,h,2665000,SP,hockingstuart,17/03/2018,10.2,3127,4,3,2,444,241,1910,Boroondara City Council,-37.82144,145.09627,Southern Metropolitan,5457
33810,Surrey Hills,1/11 Union Rd,3,h,1141000,S,Woodards,17/03/2018,10.2,3127,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457
33811,Surrey Hills,3 Wells St,5,h,2220000,SP,Noel,17/03/2018,10.2,3127,5,1,3,780,,,Boroondara City Council,-37.81874,145.08852,Southern Metropolitan,5457
33812,Tarneit,31 Emperor Pde,3,h,465000,SA,YPA,17/03/2018,18.4,3029,3,2,2,355,142,2008,Wyndham City Council,-37.84869,144.66707,Western Metropolitan,10160
33814,Taylors Hill,15 Mitchell Gr,4,h,720000,PI,Barry,17/03/2018,18,3037,4,2,2,601,208,2005,Melton City Council,-37.71823,144.75695,Western Metropolitan,4242
33815,Taylors Hill,15 Park La,3,h,655000,S,YPA,17/03/2018,18,3037,3,2,2,621,654,1998,Melton City Council,-37.71542,144.75897,Western Metropolitan,4242
33816,Templestowe,3 Beale Ct,4,h,1488000,S,Woodards,17/03/2018,15.5,3106,4,2,2,719,727,,Manningham City Council,-37.75579,145.139,Eastern Metropolitan,6202
33817,Templestowe,8 Dewpond Ct,3,h,1390000,SP,Jellis,17/03/2018,15.5,3106,3,2,2,813,,,Manningham City Council,-37.75302,145.1553,Eastern Metropolitan,6202
33818,Templestowe,19 Jacobena Pl,4,h,1370000,VB,Fletchers,17/03/2018,15.5,3106,4,2,2,781,269,1980,Manningham City Council,-37.75726,145.14123,Eastern Metropolitan,6202
33819,Templestowe,5 Noorilim Cl,3,h,1496000,S,Fletchers,17/03/2018,15.5,3106,3,2,2,722,262,1975,Manningham City Council,-37.77459,145.14123,Eastern Metropolitan,6202
33821,Templestowe Lower,12 Crawford Rd,3,h,1260000,SP,Jellis,17/03/2018,12.4,3107,3,1,1,653,,,Manningham City Council,-37.77643,145.12103,Eastern Metropolitan,5420
33822,Templestowe Lower,1/17 Gertrude St,3,u,900000,S,Barry,17/03/2018,12.4,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420
33823,Templestowe Lower,2/334 Thompsons Rd,3,u,903500,S,Barry,17/03/2018,12.4,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420
33825,Thomastown,59 Cedar St,3,h,920000,S,Ray,17/03/2018,15.3,3074,3,1,2,703,,,Whittlesea City Council,-37.68025,145.02097,Northern Metropolitan,7955
33826,Thomastown,134 Main St,3,h,639000,S,Love,17/03/2018,15.3,3074,3,1,2,538,,1965,Whittlesea City Council,-37.67839,144.9974,Northern Metropolitan,7955
33827,Thomastown,1/27 Plane St,3,u,440000,SP,HAR,17/03/2018,15.3,3074,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7955
33828,Thomastown,24 Queenscliff Rd,3,h,670000,S,HAR,17/03/2018,15.3,3074,3,1,1,535,,,Whittlesea City Council,-37.67385,144.99679,Northern Metropolitan,7955
33829,Thomastown,17 Richardson St,3,h,670000,S,HAR,17/03/2018,15.3,3074,3,1,2,602,,,Whittlesea City Council,-37.68309,145.03614,Northern Metropolitan,7955
33832,Thornbury,2 Bradley Av,3,h,1530000,S,Jellis,17/03/2018,7,3071,3,1,2,442,127,1950,Darebin City Council,-37.76113,144.99212,Northern Metropolitan,8870
33833,Thornbury,1 Ibis Pl,3,t,735000,S,Woodards,17/03/2018,7,3071,3,2,2,131,,,Darebin City Council,-37.76107,145.02639,Northern Metropolitan,8870
33835,Thornbury,8 Monash Av,3,h,1190000,S,Collings,17/03/2018,7,3071,3,1,1,338,,,Darebin City Council,-37.76294,145.00348,Northern Metropolitan,8870
33836,Thornbury,172A Normanby Av,2,h,816000,S,Love,17/03/2018,7,3071,2,1,2,166,87,1994,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,8870
33837,Thornbury,9/184 Normanby Av,2,h,597000,S,Nelson,17/03/2018,7,3071,,,,,,,Darebin City Council,,,Northern Metropolitan,8870
33838,Thornbury,83 Normanby Av,3,h,1185000,S,Woodards,17/03/2018,7,3071,3,2,2,313,124,1910,Darebin City Council,-37.75879,144.99196,Northern Metropolitan,8870
33839,Toorak,13/4 Glyndebourne Av,3,u,955000,PI,Kay,17/03/2018,4.1,3142,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217
33840,Toorak,29 Gordon St,3,h,2300000,PI,RT,17/03/2018,4.1,3142,3,2,1,230,181,1930,Stonnington City Council,-37.84387,145.00687,Southern Metropolitan,7217
33841,Toorak,3/43 Grange Rd,3,u,910000,S,hockingstuart,17/03/2018,4.1,3142,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217
33843,Toorak,1 Smyth St,4,h,4800000,VB,Marshall,17/03/2018,4.1,3142,4,1,2,841,,,Stonnington City Council,-37.8451,145.00504,Southern Metropolitan,7217
33844,Travancore,106 Baroda St,2,h,972000,S,Nelson,17/03/2018,4.3,3032,2,1,4,315,82,1930,Moonee Valley City Council,-37.7778,144.93439,Western Metropolitan,1052
33845,Travancore,40 Baroda St,4,h,1450000,S,Hodges,17/03/2018,4.3,3032,4,2,2,636,,,Moonee Valley City Council,-37.77745,144.93128,Western Metropolitan,1052
33846,Travancore,51 Mooltan St,2,h,1100000,VB,Nelson,17/03/2018,4.3,3032,2,1,1,317,,,Moonee Valley City Council,-37.78168,144.93733,Western Metropolitan,1052
33847,Truganina,26/1 Clearwater Rise Pde,2,t,355000,SP,Biggin,17/03/2018,18.4,3029,,,,,,,Melton City Council,,,Western Metropolitan,5811
33849,Vermont,37 Carinya Rd,4,h,1010000,S,Noel,17/03/2018,17.2,3133,4,1,2,620,,,Maroondah City Council,-37.83347,145.191,Eastern Metropolitan,4181
33850,Vermont,9 Moore Rd,4,h,1145000,S,Jellis,17/03/2018,17.2,3133,4,2,2,758,,,Maroondah City Council,-37.84299,145.20459,Eastern Metropolitan,4181
33851,Vermont,3/2 Short St,2,u,625000,S,Philip,17/03/2018,17.2,3133,,,,,,,Maroondah City Council,,,Eastern Metropolitan,4181
33852,Vermont South,2 Barossa Av,3,h,942000,S,Barry,17/03/2018,17.2,3133,3,2,2,447,,,Whitehorse City Council,-37.85562,145.19077,Eastern Metropolitan,4280
33853,Vermont South,1 Cottonwood Av,3,h,1120000,SP,Ray,17/03/2018,17.2,3133,3,2,2,647,145,1980,Whitehorse City Council,-37.85785,145.17049,Eastern Metropolitan,4280
33854,Viewbank,41 Diane Cr,4,h,1150000,VB,Miles,17/03/2018,8.9,3084,4,2,2,585,215,1980,Banyule City Council,-37.74127,145.08848,Eastern Metropolitan,2698
33856,Wantirna,18 Georgian Gdns,3,h,903000,S,Noel,17/03/2018,14.7,3152,3,2,2,559,,,Knox City Council,-37.85872,145.22935,Eastern Metropolitan,5424
33858,Wantirna South,18 Allanfield Cr,3,h,820000,SP,Harcourts,17/03/2018,14.7,3152,3,1,2,710,,,Knox City Council,-37.86282,145.25094,Eastern Metropolitan,7082
33860,Wantirna South,5 Hunt Ct,3,h,980000,S,Harcourts,17/03/2018,14.7,3152,3,2,2,650,156,1985,Knox City Council,-37.88812,145.22391,Eastern Metropolitan,7082
33862,Wantirna South,27 Tate Av,3,h,900500,S,Harcourts,17/03/2018,14.7,3152,3,1,2,720,,,Knox City Council,-37.85964,145.24186,Eastern Metropolitan,7082
33863,Warrandyte,261 Tindals Rd,5,h,3250000,S,Barry,17/03/2018,21.1,3113,5,3,6,4330,417,1985,Manningham City Council,-37.76192,145.19617,Eastern Metropolitan,2003
33864,Watsonia,41 Frensham Rd,3,h,730000,S,Buckingham,17/03/2018,14.5,3087,3,1,1,600,,,Banyule City Council,-37.7164,145.0849,Northern Metropolitan,2329
33865,Watsonia North,27 Gillingham St,3,h,760000,S,Barry,17/03/2018,14.5,3087,3,2,2,536,145,,Banyule City Council,-37.69279,145.08902,Northern Metropolitan,1442
33866,Werribee,11 Fauna Ct,3,h,538000,S,hockingstuart,17/03/2018,14.7,3030,3,2,1,510,,,Wyndham City Council,-37.88111,144.65365,Western Metropolitan,16166
33867,Werribee,13 Oradala Ri,2,h,447500,S,Barry,17/03/2018,14.7,3030,,,,,,,Wyndham City Council,,,Western Metropolitan,16166
33868,Werribee,24 Pelican Pl,4,h,470000,SP,hockingstuart,17/03/2018,14.7,3030,4,1,,681,100,1980,Wyndham City Council,-37.88707,144.67619,Western Metropolitan,16166
33869,Werribee,61 Rowes Rd,3,h,474000,SP,Sweeney,17/03/2018,14.7,3030,3,2,1,592,,,Wyndham City Council,-37.88933,144.63651,Western Metropolitan,16166
33870,Werribee,27 Songlark Cr,4,h,490000,S,Barry,17/03/2018,14.7,3030,4,2,2,568,,,Wyndham City Council,-37.87653,144.66651,Western Metropolitan,16166
33871,Werribee,25 Swan St,3,h,491500,S,Ray,17/03/2018,14.7,3030,3,1,2,514,151,1980,Wyndham City Council,-37.88318,144.66005,Western Metropolitan,16166
33872,Werribee,11 Taisho Ct,4,h,580000,S,Purplebricks,17/03/2018,14.7,3030,4,2,2,451,192,2000,Wyndham City Council,-37.90813,144.63034,Western Metropolitan,16166
33873,Werribee,36 Tigris Cl,3,h,430000,SP,Greg,17/03/2018,14.7,3030,3,1,2,302,115,1995,Wyndham City Council,-37.88006,144.65671,Western Metropolitan,16166
33875,West Footscray,19/22 Blandford St,2,u,347000,S,Burnham,17/03/2018,6.4,3012,,,,,,,Maribyrnong City Council,,,Western Metropolitan,5058
33876,West Footscray,61 Cala St,3,h,765000,S,Jas,17/03/2018,6.4,3012,3,1,1,193,,,Maribyrnong City Council,-37.80315,144.8664,Western Metropolitan,5058
33877,West Footscray,14 Dove St,4,h,1205000,PI,Nelson,17/03/2018,6.4,3012,4,2,1,396,,,Maribyrnong City Council,-37.79634,144.88028,Western Metropolitan,5058
33878,West Footscray,19 Hope St,4,h,1230000,S,Jas,17/03/2018,6.4,3012,4,2,2,353,160,1935,Maribyrnong City Council,-37.79175,144.87185,Western Metropolitan,5058
33879,West Melbourne,364 King St,2,h,1200000,VB,W.B.,17/03/2018,3.1,3003,2,1,1,136,,,Melbourne City Council,-37.80817,144.95222,Northern Metropolitan,2230
33880,Westmeadows,19 Bamford Av,4,h,595000,S,YPA,17/03/2018,16.5,3049,4,1,3,540,,,Hume City Council,-37.67889,144.88183,Northern Metropolitan,2474
33881,Westmeadows,3 Capri Ct,3,h,575000,S,YPA,17/03/2018,16.5,3049,3,1,0,555,,,Hume City Council,-37.68017,144.89853,Northern Metropolitan,2474
33882,Westmeadows,215 Johnstone St,2,h,466000,S,Raine,17/03/2018,16.5,3049,2,1,1,243,88,,Hume City Council,-37.67908,144.8971,Northern Metropolitan,2474
33883,Wheelers Hill,5 Ajax Dr,3,h,1150000,VB,Harcourts,17/03/2018,16.7,3150,3,2,2,697,,,Monash City Council,-37.90405,145.18611,South-Eastern Metropolitan,7392
33886,Wheelers Hill,11 Petronella Av,4,h,1800000,S,Barry,17/03/2018,16.7,3150,4,4,2,650,,,Monash City Council,-37.90269,145.19139,South-Eastern Metropolitan,7392
33887,Wheelers Hill,71 Phoenix Dr,4,h,1280000,S,Barry,17/03/2018,16.7,3150,4,3,2,678,,1980,Monash City Council,-37.91318,145.1858,South-Eastern Metropolitan,7392
33888,Wheelers Hill,10 Pineview Cl,4,h,950000,PI,Barry,17/03/2018,16.7,3150,4,2,2,743,,,Monash City Council,-37.91088,145.20153,South-Eastern Metropolitan,7392
33889,Williamstown,58 Anzac Cr,4,h,1600000,PI,Williams,17/03/2018,6.8,3016,4,3,2,509,127,1990,Hobsons Bay City Council,-37.8621,144.88598,Western Metropolitan,6380
33890,Williamstown,75 Bayview St,3,h,1570000,SP,Williams,17/03/2018,6.8,3016,3,2,2,225,,,Hobsons Bay City Council,-37.86221,144.88596,Western Metropolitan,6380
33891,Williamstown,48 Chandler St,3,h,1450000,SP,Williams,17/03/2018,6.8,3016,3,1,1,445,,,Hobsons Bay City Council,-37.8512,144.89095,Western Metropolitan,6380
33892,Williamstown,2 Hoffman Tce,5,h,1924000,S,Williams,17/03/2018,6.8,3016,5,3,2,192,,,Hobsons Bay City Council,-37.86402,144.88162,Western Metropolitan,6380
33893,Williamstown,32 Laverton St,4,h,2885000,S,Raine,17/03/2018,6.8,3016,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380
33894,Williamstown,12 McGuire Cr,3,h,1150000,SP,Williams,17/03/2018,6.8,3016,3,2,2,330,112,2000,Hobsons Bay City Council,-37.85714,144.87523,Western Metropolitan,6380
33895,Williamstown,4 McGuire Cr,3,h,1150000,SP,Williams,17/03/2018,6.8,3016,3,2,2,270,150,1998,Hobsons Bay City Council,-37.85681,144.87529,Western Metropolitan,6380
33896,Williamstown,24 Oconnell Mw,3,t,1000000,S,Williams,17/03/2018,6.8,3016,,,,,,,Hobsons Bay City Council,-37.86215,144.88038,Western Metropolitan,6380
33897,Windsor,10 Green St,4,h,2400000,SP,Kay,17/03/2018,4.6,3181,4,3,1,201,,,Port Phillip City Council,-37.85311,144.99034,Southern Metropolitan,4380
33898,Wollert,15 Althorp St,3,h,600000,SP,hockingstuart,17/03/2018,25.5,3750,3,2,2,360,149,2017,Whittlesea City Council,-37.6136,144.99863,Northern Metropolitan,2940
33899,Wollert,40 Whitebark St,4,h,615000,S,HAR,17/03/2018,25.5,3750,4,2,2,392,0,2015,Whittlesea City Council,-37.61252,145.04288,Northern Metropolitan,2940
33900,Wyndham Vale,28 Aldridge Rd,4,h,535000,SP,Sweeney,17/03/2018,27.2,3024,4,2,2,545,198,2010,Wyndham City Council,-37.8955,144.61192,Western Metropolitan,5262
33901,Wyndham Vale,19 Ashburton Av,4,h,651000,S,Barry,17/03/2018,27.2,3024,,,,,,,Wyndham City Council,,,Western Metropolitan,5262
33903,Wyndham Vale,6 Bromley St,3,h,421000,S,hockingstuart,17/03/2018,27.2,3024,3,1,1,259,112,1999,Wyndham City Council,-37.88721,144.6246,Western Metropolitan,5262
33905,Wyndham Vale,6 Fatham Dr,4,h,510000,S,hockingstuart,17/03/2018,27.2,3024,4,2,2,472,168,2010,Wyndham City Council,-37.88102,144.63138,Western Metropolitan,5262
33906,Yallambie,10 Fahey Cr,3,h,825000,S,Barry,17/03/2018,12.7,3085,3,1,1,642,131,1960,Banyule City Council,-37.72966,145.08211,Northern Metropolitan,1369
33909,Yarraville,67 Fehon St,3,h,1090000,S,Jas,17/03/2018,6.3,3013,3,1,,240,,,Maribyrnong City Council,-37.81943,144.88703,Western Metropolitan,6543
33910,Yarraville,23 Frederick St,3,h,1125000,S,Village,17/03/2018,6.3,3013,3,1,1,294,112,1900,Maribyrnong City Council,-37.81973,144.89735,Western Metropolitan,6543
33911,Yarraville,134 Gamon St,3,h,1575000,PI,Greg,17/03/2018,6.3,3013,3,1,3,597,,,Maribyrnong City Council,-37.81281,144.88912,Western Metropolitan,6543
33912,Yarraville,3/87 Gamon St,2,u,525000,S,hockingstuart,17/03/2018,6.3,3013,,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543
33913,Yarraville,42 Kingston St,2,h,939000,SP,hockingstuart,17/03/2018,6.3,3013,2,1,,188,75,1920,Maribyrnong City Council,-37.81449,144.88065,Western Metropolitan,6543
33914,Yarraville,25 Ovens St,3,h,855000,S,Jas,17/03/2018,6.3,3013,3,1,,207,,,Maribyrnong City Council,-37.81846,144.89216,Western Metropolitan,6543
33915,Yarraville,30 Sussex St,3,h,1200000,SP,Jas,17/03/2018,6.3,3013,3,1,0,268,119,1915,Maribyrnong City Council,-37.81968,144.89142,Western Metropolitan,6543
33916,Abbotsford,212/4 Acacia Pl,3,u,1755000,VB,Jellis,24/02/2018,3,3067,,,,,,,Yarra City Council,,,Northern Metropolitan,4019
33917,Airport West,1A Clydesdale Rd,3,h,640000,PI,Barry,24/02/2018,10.4,3042,3,2,1,281,,,Moonee Valley City Council,-37.72896,144.88084,Western Metropolitan,3464
33918,Airport West,2/123 Parer Rd,2,h,572000,S,Harcourts,24/02/2018,10.4,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
33920,Albert Park,12/140 Kerferd Rd,2,u,690000,S,hockingstuart,24/02/2018,3,3206,,,,,,,Port Phillip City Council,,,Southern Metropolitan,3280
33921,Albion,2 Barclay St,2,h,655000,S,Douglas,24/02/2018,10.5,3020,2,1,2,463,97,1950,Brimbank City Council,-37.78159,144.82373,Western Metropolitan,2185
33922,Albion,8B Brisbane St,3,t,600000,S,Bells,24/02/2018,10.5,3020,3,2,2,187,120,2010,Brimbank City Council,-37.77804,144.81643,Western Metropolitan,2185
33923,Albion,8/3 King Edward Av,2,u,380000,S,Bells,24/02/2018,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,2185
33924,Alphington,4 Adams St,4,h,2300000,PI,McGrath,24/02/2018,5.7,3078,4,2,2,352,,,Darebin City Council,-37.78154,145.03326,Northern Metropolitan,2211
33926,Altona,201/42 Kororoit Creek Rd,1,u,452000,SP,Jas,24/02/2018,11,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
33927,Altona Meadows,4 Hoddle Wy,3,h,632500,S,Barry,24/02/2018,15.5,3028,3,1,4,530,113,1980,Hobsons Bay City Council,-37.88698,144.78551,Western Metropolitan,7630
33928,Altona North,11a Mahon Av,3,h,860000,S,Greg,24/02/2018,9.4,3025,3,2,2,323,161,2016,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan,5132
33929,Ardeer,8 Glinden Av,3,h,641000,PI,Prof.,24/02/2018,12.8,3022,3,1,4,560,,,Brimbank City Council,-37.77508,144.80053,Western Metropolitan,1281
33931,Armadale,4 Armadale St,4,h,4250000,PI,Marshall,24/02/2018,6.3,3143,4,3,2,550,283,1890,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan,4836
